occurance,transcription,App_TAG
1,payment break_down,Check_Payments
1,adding new_born child,Claim
1,it's family assistance,Enquire_FamilyAssistance
1,i want to find out my child_care benefit percentage,Enquire_CCB
1,is my child child_care facility able to get a benefit,Enquire_CCB
1,just concerning parenting payment,Enquire_Parenting
1,pin,Support_SelfService
1,i would like to know about will i get any help financial help from government to do child_care course,Enquire_CCB
1,a change in the children living at home,Enquire_SharedCare
1,i'm giving you a c_r_n number for my child_care centre,Enquire_CCB
1,to check on,Enquire_Vague
1,out of date pension card,Cards
1,i've been suspended from the website,Support_SelfService
1,i need to find out my family assistance payment for the end of this year please,PaySummary
1,i'd like us to assist me in viewing our family tax benefits,Enquire_FTB
1,child support and maintenance money,ChildSupport
1,end of year tax statement,PaySummary
1,holiday care,Overseas
3,for child_care benefits,Enquire_CCB
1,tax return lodgement for parenting payment information,TaxReturn
1,a certain income update,Update_FamilyIncomeEstimate
1,to talk to a customer relations about electricity and gas coming out of my account,Deductions
1,enquiry about a payment about the one_off payment,Enquire_Payments
8,debt repayment,Debt
1,to find out why i didn't get paid,Enquire_Payments
1,requesting a payment summary,PaySummary
1,i wanna talk talk to an operator operator please,Request_Operator
1,i want to change my details,PersonalDetails
1,find out how much i'm getting tomorrow,Check_Payments
1,i want to update my earning,Report_Earnings
1,family assistance and the baby bonus,Maternity
1,balance on debt,Debt
1,enquiry about the one_off payment,Enquire_Payments
1,want to change the status on the child_care benefit,Enquire_CCB
1,i'm requesting for jobs education and training child_care fee assistance,Enquire_Jet
1,i wish to register my children in family day_care i need a a a percentage number,Enquire_CCB
1,income changed,Update_FamilyIncomeEstimate
1,need to add a child_care,Enquire_CCB
1,to find out about family payments,Enquire_Payments
1,enquiry thanks,Enquire_Vague
6,centre_pay deductions,Deductions
1,enquiry about family assistance payments,Enquire_Payments
1,i need to speak to somebody about a child living my care,Enquire_SharedCare
3,i need to speak to a consultant,Request_Operator
32,family tax benefit advance,Advance
1,debt repayment,Debt
6,enquiry about payments,Enquire_Payments
1,need to speak to an operator to make an appointment to review my earning,Appointment
1,claim youth allowance,YouthAllowance
1,centrelink payment parenting payment,Enquire_Parenting
1,i need to speak to somebody about my tax,Enquire_Tax
1,because i don't have to put the put in the tax return,TaxReturn
8,advance family payment,Advance
1,about an advance payment,Advance
1,to get my tax income amount please,PaySummary
1,i want payment information,Check_Payments
2,school care,Enquire_CCB
1,enquiry general enquiry,Enquire_Vague
1,just want some information on family child_care,Enquire_CCB
1,f_t_b part_b,Enquire_FTB
2,to update income estimate,Update_FamilyIncomeEstimate
1,husband returned,Change_Circumstances
1,the balance of my debt,Debt
1,about the two fifty advance,Advance
4,loan enquiry,Advance
2,i need to update my family estimate,Update_FamilyIncomeEstimate
1,about my pay this week and,Check_Payments
1,i just want to check the family allowance to get the combined income for the financial year oh six to oh seven,Enquire_FamilyAssistance
1,regarding my pay,Enquire_Payments
1,to put my wages through to the fortnight,Report_Earnings
1,i want to ring up and talk to an operator regards to suspending some payments,Enquire_Payments
1,to enquire about my family tax benefit,Enquire_FTB
1,the six monthly bonus just checking whether we're eligible,Advance
2,apply for family assistance payment,Claim
1,enquiries about c_c_b,Enquire_CCB
1,i need to talk to somebody about an appointment,Appointment
1,it's advancement on the kid's money,Advance
1,reapplying,Claim
1,parenting advancement,Advance
1,family tax benefit no,Enquire_FTB
1,update my bank details,PersonalDetails
16,day_care,Enquire_CCB
2,updating income,Update_FamilyIncomeEstimate
1,to know my income for the year two thousand seven,PaySummary
1,six months lump_sum advance payment,Advance
1,my parenting payment has been suspended want to talk to someone,Enquire_Parenting
1,we won't be paying rent at the property my son's property any longer from this week onward,RentAssistance
2,family family allowance,Enquire_FamilyAssistance
1,maternity information maternity immunization allowance,Immunisation
1,keep officer,Request_Operator
1,my son has turned eighteen and i want information about parenting payment of youth allowance,YouthAllowance
1,question about child_care tax rebate,ChildCareRebate
1,i wanna speak to a lady about my six hundred per child later on in the financial year,Enquire_LumpPayment
3,i want to speak to someone,Request_Operator
1,could i find out about the baby bonus and the reconciliation money for the children and the john howard budget please,Maternity
4,i want to check my payment,Check_Payments
1,i need to have an interview to claim family assistance,Claim
1,want to find out what my taxable income was for two thousand and seven to two thousand and six,PaySummary
1,where's my parenting payment,Enquire_Parenting
1,about my pays,Check_Payments
1,separation from partner,Change_Circumstances
1,for after_school care just gimme a person,Enquire_CCB
1,just phoning about a query for the family tax benefit,Enquire_FTB
1,a c_two_thirty letter,IncomeReportingStatement
1,i just want to ask a question an enquiry,Enquire_Vague
1,apply for five hundred dollar advance payment,Advance
1,payment my family payment,Enquire_Payments
1,for the lump_sum six month lump_sum,Enquire_LumpPayment
1,i need to talk to a human operator,Request_Operator
1,family assistance rate estimate,Update_FamilyIncomeEstimate
2,parenting supplement,Enquire_Parenting
1,child_care benefit new child,Enquire_CCB
1,to find out what's happening with my payments,Enquire_Payments
1,no tax return needed for the two thousand and six two thousand and seven financial,TaxReturn
1,to ask about a debt,Debt
1,service menu,GoTo_SelfService
1,my family assistance tax benefit family tax benefit,Enquire_FTB
1,applying five hundred dollar loan,Advance
1,i want to report someone taking advantage of the system,Fraud
1,starting work and child_care information,Enquire_CCB
1,make changes,Enquire_FamilyAssistance
1,single parent income,Enquire_Parenting
1,i want update my income,Update_FamilyIncomeEstimate
1,i've just had a baby two weeks ago so there's only one income coming in my way which is my partner's i was ringing up to see if the government can help us out at all,Enquire_FamilyAssistance
1,single parents,Enquire_Parenting
1,to notify of a change in situation,Change_Circumstances
3,change of living arrangements,Change_Circumstances
1,a cash advance,Advance
1,of the income,Update_FamilyIncomeEstimate
2,my family income,Update_FamilyIncomeEstimate
1,a new_born claim for family assistance,Claim
1,interview for parenting payment,Appointment
1,check deductions,Deductions
1,lump_sum payment for family payment,Enquire_LumpPayment
6,need to speak to someone,Request_Operator
1,calculating amount of my husband's income for two thousand and eight,Update_FamilyIncomeEstimate
1,why my payment has been stopped for no reason,Enquire_Payments
1,we'll both claim family payment,Claim
1,checking on my last payment,Check_Payments
1,i want to see about the bonus for the six hundred dollars for the children,Enquire_LumpPayment
1,i need to register my new_born baby,Claim
1,tax bonus payment,GeneralBonus
1,family family assistance new claim,Claim
1,to query family assistance,Enquire_FamilyAssistance
1,whether i have to get a tax piece of paper from you so i can work on my tax on my family payment,Enquire_Payments
2,baby payment,Maternity
1,about a payment i didn't receive,Enquire_Payments
1,i went to my centrelink they give to me that number i can call,Enquire_Vague
1,i need to apply for parenting allowance,Claim
6,parenting payment claim,Claim
1,to change account number,PersonalDetails
1,to check child_care benefit eligibility,Enquire_CCB
2,a new claim,Claim
1,last years income estimate,Update_FamilyIncomeEstimate
1,i'm ringing to tell social security about my earnings for the fortnight,Report_Earnings
1,about my,Enquire_Vague
1,to find out when i'll be paid the checks benefit,Check_Payments
1,i'd like to speak to a customer service operator,Request_Operator
1,i'm after the family tax benefit six hundred dollars,Enquire_LumpPayment
1,gained a job,Employment
1,travel,Overseas
1,to check on family tax benefit,Enquire_FTB
1,no lodgment of tax return,TaxReturn
1,earns reporting,Report_Earnings
1,i would like to find out how much i would get if i had a partner,Enquire_FamilyAssistance
1,information about payments,Check_Payments
1,update family update update person human hello,Enquire_FTB
1,i need to update my family assistance payment,Enquire_FamilyAssistance
601,parenting payment,Enquire_Parenting
1,register child_care application,Enquire_CCB
1,changes in centre_pay deductions,Deductions
1,tax benefit payments,Enquire_FamilyAssistance
1,checking up a clients family tax benefit claim,Claim
1,provide the reference number of my child_care,Enquire_CCB
1,advance payment for family tax benefit,Advance
1,i wanna change the amount of child_care benefit i pay,Enquire_CCB
1,check a estimate,Update_FamilyIncomeEstimate
1,family allowance part_b,Enquire_FTB
1,would like to apply for family assistance,Claim
11,to update my income,Update_FamilyIncomeEstimate
1,to restore my partnered payment,Claim
1,to find payments,Enquire_Payments
1,annual family payment,Enquire_Payments
4,report my employment income,Report_Earnings
1,i need to change the shared care for my family assistance,Enquire_SharedCare
1,to arrange a payment,Enquire_Payments
1,speak to an operator about single parent pension,Enquire_Parenting
1,to organize a double payment for my family assistance payment that come fortnightly,Enquire_FamilyAssistance
1,family tax benefit estimate update,Update_FamilyIncomeEstimate
1,allowance for family separation,Change_Circumstances
8,to report my earning,Report_Earnings
1,i'd like to talk to someone about the carers allowance,Carers
1,in regards to my family assistance,Enquire_FamilyAssistance
1,i'm calling regarding my application for payment form for parenting payment,Enquire_Parenting
11,one_off payment,Enquire_LumpPayment
1,enquiring about a an advance payment,Advance
1,family payment non_lodger,TaxReturn
1,to cancel appointment,Appointment
1,i need to speak to a customer service representative please,Request_Operator
1,parenting payment reinstall,Enquire_Parenting
1,enquiring about my advance payment,Advance
2,family payment enquiries,Enquire_Payments
1,the family tax benefit payment,Enquire_FTB
1,i've enrolled my son in day_care,Enquire_CCB
1,i need to speak about my payment,Enquire_Payments
1,i'm trying to fill out a form,IncomeReportingStatement
1,disaster relief allowance,Announcement
27,immunization,Immunisation
1,to check on the family estimate income,Update_FamilyIncomeEstimate
1,the carer allowance,Carers
1,help with online services,Support_SelfService
1,a letter that i have been sent regarding the family assistance payment,Enquire_FamilyAssistance
1,holiday,Overseas
1,a health card enquiry,Cards
1,single parent claim,Claim
1,six hundred dollar bonus pack,Enquire_LumpPayment
1,talk about my account,Enquire_Payments
1,i'm just wondering if i get a tax something for the tax office,Enquire_Tax
1,concern two thousand and eight details my husband and myself,Update_FamilyIncomeEstimate
1,family income update family income or report payment earnings,Update_FamilyIncomeEstimate
5,not lodging a tax return,TaxReturn
1,to link my child to a child_care centre,Enquire_CCB
1,need income details,Update_FamilyIncomeEstimate
1,i just got a job and i need to report my income,Report_Earnings
1,i would like to talk to a family assistance person,Request_Operator
1,i want to know how much i get per fortnight,Check_Payments
1,estimate of combined income,Update_FamilyIncomeEstimate
1,new_born child form,Claim
1,claim for family assistance claim for family assistance,Claim
1,check the health_care card,Cards
1,i don't know income income statement,IncomeReportingStatement
1,update my account number,PersonalDetails
2,check my family income estimate,Update_FamilyIncomeEstimate
1,a family income assistance,Enquire_FamilyAssistance
1,enquiry about application for parenting payment,Enquire_Parenting
1,update my bank account number,PersonalDetails
1,i have a quick question,Enquire_Vague
1,i need to talk to someone about jet assistance,Enquire_Jet
2,i want to update my family income details,Update_FamilyIncomeEstimate
1,i would like to change the account into which our family tax benefit a is presently paid,PersonalDetails
1,i'm just enquiring about my family's tax benefit b,Enquire_FTB
1,i need it's about my child_care allowance about child_care,Enquire_CCB
1,i'd like to speak to an operator about my family tax,Enquire_FTB
1,i have to report my income,Report_Earnings
2,family family,Enquire_FamilyAssistance
1,i would like to speak to an operator about,Request_Operator
1,need to report my earnings no operator,Report_Earnings
1,payments we receive in july for our children,Enquire_LumpPayment
2,query about my parenting payment,Enquire_Parenting
1,family assistance payment question,Enquire_Payments
1,report earnings report earnings,Report_Earnings
1,child_care benefit forms,Enquire_CCB
1,payment checks,Check_Payments
1,child_care benefits child_care,Enquire_CCB
1,to get my pay,Enquire_Payments
1,i just wanna change the number of children in child_care regarding the benefits,Enquire_CCB
1,enquiring about my son who's just moved home and his payments,Enquire_Payments
1,the five hundred dollar advance,Advance
1,enquiring about the two hundred and fifty dollars first payment in june july,Advance
1,income statement for tax reasons,IncomeReportingStatement
3,jet care,Enquire_Jet
1,concerning on parenting payment,Enquire_Parenting
1,money being deducted from my family assistance,Deductions
1,the five hundred dollar loan,Advance
1,i wanna know why i didn't get paid,Enquire_Payments
1,to apply for parenting payment,Claim
1,i wanna update,Update_FamilyIncomeEstimate
1,applying for family payment,Claim
1,talk about my advance payment,Advance
1,i wan to speak to an operator,Request_Operator
1,update personal circumstances,Change_Circumstances
2,future payment information,Check_Payments
45,next payment,Check_Payments
1,school education,Education
1,i'm calling to do an income reporting,Report_Earnings
1,being sent a letter asking me to call,Respond_Correspondence
1,register for family tax benefits,Claim
1,f_t_b advance,Advance
1,i'd like to notify you of changes,Change_Circumstances
1,none of the above,Enquire_Vague
1,to lodge no income for the year,Report_Earnings
1,i have a child turning sixteen,Enquire_FTB
24,report fortnightly income,Report_Earnings
1,i would like to update my family income,Update_FamilyIncomeEstimate
1,tax return just helping out for tax return,TaxReturn
1,to provide more information as her the new_born child claim form,Claim
1,my eligibility for the child_care tax rebate,ChildCareRebate
2,to check payment,Check_Payments
5,next payment amount,Check_Payments
1,i wanna get the five hundred dollar advance payment,Advance
1,next fortnight's payments,Check_Payments
1,have to ring for the maternity payment and the medicare,Maternity
1,i want to send my child to child_care i just wanted to know what i have to do,Enquire_CCB
1,i'd just like to know if i'm eligible to get that six hundred dollars per child,Enquire_LumpPayment
1,i want to know the process to claim of child_care benefits,Claim
1,i need to speak to a customer service officer about sending me a letter out on my earnings,PaySummary
1,i received one letter just i want to ask about this letter,Respond_Correspondence
1,enquiry about the parenting allowance,Enquire_Parenting
1,i have received form,Respond_Correspondence
2,tax income,Enquire_Tax
1,tickets,OutOfDomain
1,tax benefit enquiry family tax benefit enquiry,Enquire_FTB
1,when will i be paid six hundred dollars,Enquire_LumpPayment
1,update my personal details,PersonalDetails
1,centrelink enquiry,Enquire_Vague
1,report my earnings then speak to an operator,Report_Earnings
1,my health_care card,Cards
1,wish to report my earnings,Report_Earnings
1,i'm expecting family allowance payment we shall have not yet received,Enquire_Payments
1,i need to find out how much was how much i was paid this week,Check_Payments
2,wage,Report_Earnings
5,update income earnings,Update_FamilyIncomeEstimate
1,don't do tax return,TaxReturn
2,check my payments self_service,Check_Payments
1,i would like to know how where my payment is,Check_Payments
1,enquiring about the double orphan pension,Enquire_SharedCare
1,an appointment at centrelink,Appointment
63,lump_sum payment,Enquire_LumpPayment
1,tell centrelink i don't need to lodge tax return,TaxReturn
1,to update my income estimate and to ask about,Update_FamilyIncomeEstimate
3,report income earnings,Report_Earnings
1,my son turns twenty one,Enquire_SharedCare
1,my child_care percentage,Enquire_CCB
1,check on payment payment enquiries,Enquire_Payments
1,my account check my payments,Check_Payments
1,change to single parent income,Enquire_Parenting
1,enquiring about carer pension,Carers
1,in regards of my parenting payment,Enquire_Parenting
1,lodge a tax,TaxReturn
1,i need to get how much i earn on paper for the office of housing,IncomeReportingStatement
1,child support agency case number,ChildSupport
2,thirty percent tax rebate,ChildCareRebate
1,i need to upgrade my income,Update_FamilyIncomeEstimate
1,i'd like to apply for an advance payment,Advance
1,my parenting allowance,Enquire_Parenting
1,i'm enquiring about something,Enquire_Vague
1,what's my current estimate,Update_FamilyIncomeEstimate
1,i need to report my earnings i missed yesterday,Report_Earnings
6,family tax benefit part_b,Enquire_FTB
1,i want to find out how much child care i paid for the year two thousand to two thousand two thousand five to two thousand and six,Enquire_CCB
1,my payment was not in my bank,Enquire_Payments
1,i wish to speak to an operator,Request_Operator
1,to find out my child_care benefit percentage,Enquire_CCB
1,talk to a representative,Request_Operator
1,claim lump_sum for two thousand and six two thousand and seven income year,Enquire_LumpPayment
1,family assistance and baby payment,Enquire_Payments
2,the family payment,Enquire_Payments
1,effects of parenting payment,Enquire_Parenting
1,i don't have to lodge tax,TaxReturn
1,a lump claim form,Enquire_LumpPayment
1,i want to a change my address,PersonalDetails
1,new child_care benefit,Enquire_CCB
2,fortnightly reporting,Report_Earnings
1,i have become partnered,Change_Circumstances
1,enquiring on family tax benefit,Enquire_FTB
1,i'm ringing to say that i don't have to lodge a tax return this year,TaxReturn
1,to claim employment entry payment,Employment
15,new_born child claim,Claim
1,i'm ringing about i wanna find out about family assistance for my great grandchild,Enquire_FamilyAssistance
1,need to update my income estimate earnings,Update_FamilyIncomeEstimate
1,about my family allowance,Enquire_FamilyAssistance
3,estimating income,Update_FamilyIncomeEstimate
1,i want to enquire about an advance,Advance
1,want to speak to operator,Request_Operator
549,report my earnings,Report_Earnings
1,i want to declare my partner's earnings for parenting payment,Report_Earnings
1,group certificate for my son,PaySummary
6,advanced payments,Advance
1,i want to find out about health_care card,Cards
1,i need to tell someone about lodging a tax return,TaxReturn
12,change,PersonalDetails
1,the family tax benefit lump_sum payment,Enquire_LumpPayment
1,enquiries about a letter,Respond_Correspondence
1,ringing up about tax,Enquire_Tax
1,i've got three children being placed in my care and i would like to apply for family assistance,Claim
3,a lump_sum payment,Enquire_LumpPayment
1,updating the family estimate for two thousand seven two thousand eight,Update_FamilyIncomeEstimate
1,about the six hundred dollar carer payment,Enquire_LumpPayment
1,linking to a service provider,Enquire_CCB
1,reporting loan,Advance
1,it's to report my earning,Report_Earnings
1,see my payment,Check_Payments
1,six hundred dollar per child benefit,Enquire_LumpPayment
1,taxable taxable yearly income,PaySummary
1,i want to find out my c_r_n,GeneralEnquiry
2,changing my address,PersonalDetails
8,speak to the operator,Request_Operator
1,just enquiring to find out if i get child support how much i lose off my family allowance,ChildSupport
1,to check on my payments future payment,Check_Payments
1,to check whether i'm paying family assistance anymore,Enquire_FamilyAssistance
1,child day_care,Enquire_CCB
1,i need to find out what i've been paid for the year,PaySummary
1,updating my yearly estimate,Update_FamilyIncomeEstimate
1,query on my family assistance,Enquire_FamilyAssistance
1,regarding a letter sent on my parenting payment account statement,Enquire_Parenting
3,summary,PaySummary
1,single a sole parent payment,Enquire_Parenting
2,first contact,Enquire_FamilyAssistance
1,about the letter you send it to me,Respond_Correspondence
1,i want to speak to an operator regarding my maternity payment,Maternity
1,i need i give the account number for the pay,PersonalDetails
1,of service,Garbage
1,i'm enquiring about home house keeping allowance,Enquire_FamilyAssistance
1,baby care claim lump_sum,Enquire_LumpPayment
1,update income details for family tax benefits,Update_FamilyIncomeEstimate
2,fortnight report,Report_Earnings
1,to notify you that we don't lodge tax returns,TaxReturn
1,received a letter in mail,Respond_Correspondence
1,need to find out how long i can be out of work for,Employment
1,want to know if there's problems with my payment,Enquire_Payments
1,child's immunizations,Immunisation
1,i want i want to check on my family estimate,Update_FamilyIncomeEstimate
1,payment assistance,Enquire_FamilyAssistance
1,i would like to lodge a new vacation care number please,Enquire_CCB
1,enquiry about education supplement,Education
1,reporting weekly income,Report_Earnings
1,payment earning,Report_Earnings
1,changing days,Enquire_Payments
1,great family income estimate enquiry and enquiry,Update_FamilyIncomeEstimate
1,misinformation,Enquire_Vague
1,information regarding annual lump_sum f_t_b,Enquire_FTB
1,to speak to someone about child_care benefits,Enquire_CCB
1,to enquire about group certificate,PaySummary
1,i'd like to enquire about getting an advance payment,Advance
1,to change the amount of child support i get,ChildSupport
1,i just want to get the loan from the family allowance please,Advance
1,set_up a pin,Support_SelfService
1,i want a letter of income,PaySummary
1,the group certificates,PaySummary
1,somebody was supposed to ring me back today i just wanted to make sure that my earnings were submitted,Report_Earnings
1,need help with form,IncomeReportingStatement
1,need to know if i get paid,Check_Payments
1,to give my partner's income in the last fortnight,Report_Earnings
1,for tax family benefit,Enquire_FTB
1,one_off parenting payment,Enquire_Parenting
1,estimation enquiry,Update_FamilyIncomeEstimate
1,advance please,Advance
3,to make a claim,Claim
1,i need to advise our son's child_care centre,Enquire_CCB
1,i have questions to ask,Enquire_Vague
1,a cancellation of my family assistance,Enquire_FamilyAssistance
1,when will group certificates come,PaySummary
1,enquiries about the tax lump_sum,Enquire_LumpPayment
1,reset internet password and secret questions,Support_SelfService
1,update on the news,Announcement
1,vacation care provider number,Enquire_CCB
1,it's information,Enquire_Vague
6,about my family payment,Enquire_Payments
1,check my child_care benefit,Enquire_CCB
1,update my parenting payment,Enquire_Parenting
1,i want to know next payment,Check_Payments
1,i need to know about my owings let them know about my owings,Debt
1,check for all my earnings,Check_Payments
1,about family assistance needing to put my new income in,Update_FamilyIncomeEstimate
1,change my income estimate,Update_FamilyIncomeEstimate
1,i'm claiming the family tax benefit,Claim
1,i want to talk to someone about my family assistance,Enquire_FamilyAssistance
1,to change my date on my family assistance benefits,Enquire_FamilyAssistance
1,i would like to know my pin to register online,Support_SelfService
1,i need to make an appointment at a centrelink office,Appointment
1,i need to update my,Update_FamilyIncomeEstimate
2,a future payment,Check_Payments
1,i want to update my family tax income,Update_FamilyIncomeEstimate
1,question on child_care benefit,Enquire_CCB
1,i need to find out about my payments for family payment,Enquire_Payments
1,i want to ask about the child_care benefit,Enquire_CCB
1,want to change bank account details,PersonalDetails
1,my mom missed an interview today,Appointment
1,i received a letter in the mail yesterday about a review on my parenting payment,Enquire_Parenting
14,i want to update my income estimate,Update_FamilyIncomeEstimate
1,recently changed visa status now permanent resident so phoning to find out if i can claim the family assistance as my child goes to family day_care thank you,Claim
1,i need to check my earnings,Check_Payments
1,need to change my child_care benefit details,Enquire_CCB
1,i need to tell you about tax return,TaxReturn
1,to speak with a customer service officer,Request_Operator
1,i need to update my assets details,Enquire_Payments
1,maximum family income,Enquire_FamilyAssistance
1,six hundred dollar annual payment for children,Enquire_LumpPayment
1,i received a letter from you cancelling my family assistance,Enquire_FamilyAssistance
1,i'm an information,Enquire_Vague
1,i earned more than i estimated last time i reported,Update_FamilyIncomeEstimate
2,a operator,Request_Operator
1,check income,Update_FamilyIncomeEstimate
1,reporting,Report_Earnings
3,i want to claim for family assistance,Claim
1,because i have money taken off me for some reason,Enquire_Payments
1,just an generally enquiry about parenting payment,Enquire_Parenting
1,operator operator operator operator,Request_Operator
3,update my family assistance,Enquire_FamilyAssistance
1,claiming parenting payments,Claim
1,health card,Cards
9,to report income,Report_Earnings
1,i wanna change the shared care percentage that my ex husband get,Enquire_SharedCare
1,to let yous know that i don't have to lodge a tax return,TaxReturn
1,family tax income,Update_FamilyIncomeEstimate
1,c_b_c payments financial year zero four zero five,PaySummary
1,taxable income for two thousand and seven and future payments,PaySummary
1,changing account,Enquire_FTB
1,a debt,Debt
1,enquiry on family assistance,Enquire_FamilyAssistance
5,payment form,Enquire_Payments
12,family tax supplement,Enquire_FTB
1,i need to change my employment status,Employment
1,to request an advance payment,Advance
1,i have a exemption certificate from commonwealth welfare,Respond_Correspondence
1,regarding a child_care benefit,Enquire_CCB
1,i wish to know how you apply for the carers allowance and if it's the same things about carers payment,Carers
1,to do with one of family payment,Enquire_Payments
4,change address details,PersonalDetails
1,family assistance adjustment payment,Enquire_FamilyAssistance
1,i wish to report somebody who isn't earning money,Report_Earnings
1,asking about immunization allowance,Immunisation
1,i just need the family assistance office regarding child support,ChildSupport
1,what my next payment,Check_Payments
1,these're taking money off me,Enquire_Payments
1,i wanna know what the money for is in my bank,Enquire_Payments
1,update combined income for two thousand seven to eight,Update_FamilyIncomeEstimate
1,claim for family assistance and medicare for a new_born baby,Claim
1,to speak,Request_Operator
4,new income estimate,Update_FamilyIncomeEstimate
1,youth allowance payments,YouthAllowance
1,i need to find out when my next pay_date is due,Check_Payments
1,i didn't get my large family supplement supplement,Enquire_FamilyAssistance
1,for the family assistance payment,Enquire_Payments
1,income support payment query,Enquire_Payments
1,i need to know when group certificates will be issued,PaySummary
1,i don't think i got paid this week from centre,Enquire_Payments
1,to find out when i'm getting payment,Check_Payments
1,update my family tax benefits,Update_FamilyIncomeEstimate
1,update bank account,PersonalDetails
1,i need to ask about my assessment notice,Assessment
16,change bank account details,PersonalDetails
2,talk to an operator please,Request_Operator
1,add a school hours care,Enquire_CCB
1,i want to update my family income estimate for the two thousand and seven to two thousand and eight financial year,Update_FamilyIncomeEstimate
1,return to work enquiry,Employment
1,check check payment details,Check_Payments
1,just for tax money,Enquire_FamilyAssistance
1,pay is not right,Enquire_Payments
1,i need to give the family assistance officer,Enquire_FamilyAssistance
2,update my family assistance income,Update_FamilyIncomeEstimate
1,i want to apply for family income,Claim
1,estimate for the financial year,Update_FamilyIncomeEstimate
1,for rebate,ChildCareRebate
1,i want to enquire about a letter i've receive,Respond_Correspondence
1,i have a letter about child_care benefits and i don't know why,Enquire_CCB
1,payment paid,Enquire_Payments
1,add to child_care,Enquire_CCB
1,rent assistant form,RentAssistance
1,advance payment on family payment,Advance
1,payment look up,Check_Payments
1,apply for the loan,Advance
1,to talk to an operator about payment,Enquire_Payments
1,i need to speak to somebody in regards to family assistance,Enquire_FamilyAssistance
1,change of payment destination,PersonalDetails
1,taking family income,Update_FamilyIncomeEstimate
1,cause i wanna speak to someone family assistance,Enquire_FamilyAssistance
1,want group certificate,PaySummary
1,payments not in my bank,Enquire_Payments
1,i need some forms,IncomeReportingStatement
1,income estimate and change of employment,Update_FamilyIncomeEstimate
1,income annual income estimate,Update_FamilyIncomeEstimate
6,change payment,Enquire_Payments
1,general enquiry operator,Request_Operator
1,i need to speak to a operator about my family payments,Enquire_Payments
1,i wanna find out about my reconciliation payment,Enquire_LumpPayment
1,enquiry about child_care refunds rebate,ChildCareRebate
1,speak to a customer service representative,Request_Operator
1,a letter i've just received,Respond_Correspondence
5,i want to update my estimate,Update_FamilyIncomeEstimate
1,just we've just had a new baby and i'm filling out the new child claim for family assistance medicare just need help filling in the form to get a a reference number,Claim
1,to update my family tax benefit estimate,Update_FamilyIncomeEstimate
1,information about centrelink payment,Enquire_Payments
3,update family income earnings,Update_FamilyIncomeEstimate
1,check appointment,Appointment
1,i want to claim family tax b benefits,Claim
1,i need to know about my health_care card,Cards
1,inform of new job,Employment
1,i want to get a pin number for the internet,Support_SelfService
1,i need to fill out a jet referral,Enquire_Jet
1,i'd like to update my,Update_FamilyIncomeEstimate
1,i'd like to change my estimate please,Update_FamilyIncomeEstimate
1,regarding a letter from the family assistance office,Enquire_FamilyAssistance
1,to do with my payment it's going to be less money,Enquire_Payments
1,notifying of separation,Change_Circumstances
1,relocation help,Enquire_FamilyAssistance
1,i need to put in my income details,Update_FamilyIncomeEstimate
1,half a claim,Claim
1,have a enquiry about my child_care benefit,Enquire_CCB
1,i really need to speak to an operator,Request_Operator
1,sole parent payment,Enquire_Parenting
1,i need to find out about family payment family payments,Enquire_Payments
1,regarding this monthly lump_sum of six hundred dollars,Enquire_LumpPayment
1,it's about my pay_day,Check_Payments
1,i want to make sure my payments are made at the end of the year,Enquire_FTB
1,need to change my family assistance payment with my children,Enquire_FamilyAssistance
1,i need to find out my rate of payment,Check_Payments
1,i've received a form that was due in two days ago and i need to talk about it,Respond_Correspondence
1,make an enquiry on behalf of a friend regarding her earnings,Enquire_Earnings
1,total income,Update_FamilyIncomeEstimate
1,account statement enquiry,IncomeReportingStatement
1,i started working,Employment
1,internet service,Support_SelfService
1,taxable amount,PaySummary
1,lodgment of tax returns,TaxReturn
5,family tax benefit lump_sum,Enquire_LumpPayment
1,three hundred dollar child payment,Enquire_LumpPayment
1,i need to update my details on a child_care benefit,Enquire_CCB
1,six hundred dollar payment,Enquire_LumpPayment
9,carer payment,Carers
1,family tax payment in july,Enquire_FTB
1,check income estimate,Update_FamilyIncomeEstimate
1,i want to know about the new family tax rebate,ChildCareRebate
1,book my daughter into vacation care,Enquire_CCB
1,know about the six hundred dollars per child payment,Enquire_LumpPayment
1,two thousand and two and two thousand and seven two thousand and eight financial year income details for family tax benefit,PaySummary
1,income for kevin for two thousand and five two thousand and six,Update_FamilyIncomeEstimate
1,advising income for previous year,Update_FamilyIncomeEstimate
41,need to report my earning,Report_Earnings
1,adjustment to c_s_i payment,Enquire_Payments
1,income report income,Report_Earnings
1,i want to find out if i owe any money to centre,Debt
1,to advise of non lodgement of tax return,TaxReturn
1,to check why the money didn't go in,Check_Payments
4,officer,Request_Operator
1,oh i need a form sent out,IncomeReportingStatement
1,i need help with the online services,Support_SelfService
1,i want to report working,Report_Earnings
2,in payment,Check_Payments
1,our family income for last year,PaySummary
1,frequent number,Garbage
1,i need my tax return form,PaySummary
1,need to find out about my top up,Enquire_Payments
1,i need to make enquiries about my i need to talk to one of the officer,Request_Operator
1,update estimate and speak to somebody,Update_FamilyIncomeEstimate
4,service operator,Request_Operator
1,want to speak to a customer service officer,Request_Operator
6,family assistance update,Enquire_FamilyAssistance
2,reporting a payment,Report_Earnings
1,i'd like to check get an estimate on a family assistance please,Update_FamilyIncomeEstimate
1,trying to find out about the july bonus,GeneralBonus
